QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement
151,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from pri_sugg where metric_group_type = 'External' 
and UPPER(split(guid,'_')[6]) = 'URGENT' 
and timeliness_score!=1500",NA,NA,BR : Warning: Timeliness score for Urgent BR Insights is Incorrect||Error resolution tip: Timeliness score for Urgent BR is 1500 check Pri Sugg file for the same
152,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*)
from pri_sugg p  
inner join m_verso_cnfg m on m.config_value = p.salesforce_id
inner join  (
select customer_id,resp_code,insight_text,product_id,indication_id,
case when suggestion_text IN ('', 'N/A', ' ') 
then 'Use this information as you plan your engagements with this HCP'
else suggestion_text end as suggestion_text from
pi_model_input_file
where upper(insight_type)='URGENT'
) p2 
on p.entities.`values`['customer'].id = p2.customer_id 
and p2.resp_code = m.config_type
and concat(p2.product_id,'_',indication_id) = p.entities.`values`['product'].id
where split(p.guid,'_')[8]='URGENT'
and p.metric_group_type = 'External'
and p.action_text != p2.suggestion_text",NA,NA,BR : Action text is incorrect for Urgent BR insights||Error resolution tip : Check the Pri Sugg file if the Urgent BR insights are present not same as PI MODEL
153,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from pri_sugg 
where metric_group_type='BusinessRule' and (insights.insight_text[0] like '%N/A%' or action_text like '%N/A%' or insights.insight_text[0] is null or action_text is null or insights.insight_text[0] like '%\n%' or action_text like '%\n%')",NA,NA,BR : PI insights contain invalid insight/action text for metric group :BusinessRule||Error resolution tip : Business Rule insights in Pri_Sugg file have invalid insight/action text.
154,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=BMBU_IMM/,pri_sugg_imm,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from

(

select guid from src

where entities.`values`['product'].id ='US_304528_DS150'

and (entities.`values`['product'].external_id not in ('Taltz_PsO')

 or salesforce_id not in ('Derm_1' , 'Derm_2' , 'DERM_RHEUM_HYB')

 or business_unit_id not in ('US_PR' , 'US_BMBU_IMM'))

 

 union ALL

 

 select guid from src

where entities.`values`['product'].id ='US_304528_DS152'

and (entities.`values`['product'].external_id not in ('Taltz_PsA')

 or salesforce_id not in ('Rheum_1' , 'Rheum_2' , 'DERM_RHEUM_HYB')

 or business_unit_id not in ('US_PR' , 'US_BMBU_IMM'))


 

 union all

 

 select guid from src

where entities.`values`['product'].id ='US_708127_420004'

and (entities.`values`['product'].external_id not in ('LEBRI')

 or salesforce_id not in ('Derm_1' , 'Derm_2' , 'DERM_RHEUM_HYB')

 or business_unit_id not in ('US_PR' , 'US_BMBU_IMM'))

 )a",NA,NA,US_IMM : Generated insights have mismatched product- sleeve mapping||Error resolution tip : check if pri_sugg file Product_ids are aligned to right Business Unit and right Salesforce_IDs.
155,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=LDO/,pri_sugg_ldo,",",parquet,customer_id,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"select count(*) from src p
left join
US_AFFINITY_ACCESS u
on u.hcp_id = p.entities.`values`[""customer""].id
INNER JOIN (SELECT DISTINCT ATTRIBUTE_VALUE1
FROM M_PROD_XREF WHERE UPPER(ATTRIBUTE_NAME1)='PROD_SK' AND UPPER(ACTIVE)='Y' AND
UPPER(SOURCE_NAME) IN ('ZEP_TGT','JAR_TGT','MNJ_TGT'))XREF ON 1=1
where p.action_integration_key = 'Email_vod' and u.final_dph_affinity in ('L', 'VL')
and p.entities.`values`[""product""].id = XREF.ATTRIBUTE_VALUE1",NA,NA,US_LDO : Digital Push score check for Email suggestion
156,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=LDO/,pri_sugg_ldo,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from (
    select guid from src 
    INNER JOIN (
        SELECT DISTINCT ATTRIBUTE_VALUE1
        FROM M_PROD_XREF 
        WHERE UPPER(ATTRIBUTE_NAME1)='PROD_SK' 
        AND UPPER(ACTIVE)='Y' 
        AND UPPER(SOURCE_NAME) IN ('ZEP_TGT')
    ) XREF ON 1=1
    where entities.`values`['product'].id = XREF.ATTRIBUTE_VALUE1
    and (
        entities.`values`['product'].external_id not in ('Zepbound_CWM')
        or salesforce_id not in ('CMH_TERR_1','CMH_TERR_2','CMH_UNAD_TERR')
        or business_unit_id not in ('US_LDO')
    )
    
    union ALL
    
    select guid from src 
    INNER JOIN (
        SELECT DISTINCT ATTRIBUTE_VALUE1
        FROM M_PROD_XREF 
        WHERE UPPER(ATTRIBUTE_NAME1)='PROD_SK' 
        AND UPPER(ACTIVE)='Y' 
        AND UPPER(SOURCE_NAME) IN ('ZEP_OSA_TGT')
    ) XREF ON 1=1
    where entities.`values`['product'].id = XREF.ATTRIBUTE_VALUE1
    and (
        entities.`values`['product'].external_id not in ('Zepbound_OSA')
        or salesforce_id not in ('CMH_TERR_1','CMH_TERR_2','CMH_UNAD_TERR')
        or business_unit_id not in ('US_LDO')
    )
    
    union ALL
    
    select guid from src 
    INNER JOIN (
        SELECT DISTINCT ATTRIBUTE_VALUE1
        FROM M_PROD_XREF 
        WHERE UPPER(ATTRIBUTE_NAME1)='PROD_SK' 
        AND UPPER(ACTIVE)='Y' 
        AND UPPER(SOURCE_NAME) IN ('MNJ_TGT')
    ) XREF ON 1=1
    where entities.`values`['product'].id = XREF.ATTRIBUTE_VALUE1
    and (
        entities.`values`['product'].external_id not in ('Mounjaro_T2D')
        or salesforce_id not in ('CMH_TERR_1','CMH_TERR_2','CMH_UNAD_TERR')
        or business_unit_id not in ('US_LDO')
    )
    
    union ALL
    
    select guid from src 
    INNER JOIN (
        SELECT DISTINCT ATTRIBUTE_VALUE1
        FROM M_PROD_XREF 
        WHERE UPPER(ATTRIBUTE_NAME1)='PROD_SK' 
        AND UPPER(ACTIVE)='Y' 
        AND UPPER(SOURCE_NAME) IN ('JAR_TGT')
    ) XREF ON 1=1
    where entities.`values`['product'].id = XREF.ATTRIBUTE_VALUE1
    and (
        entities.`values`['product'].external_id not in ('Jardiance_T2D')
        or salesforce_id not in ('LDO_TRIUMPH')
        or business_unit_id not in ('US_LDO')
    )
) a",NA,NA,US_LDO: Generated insights have mismatched product- sleeve mapping||Error resolution tip : check if pri_sugg file Product_ids are aligned to right Business Unit and right Salesforce_IDs.
157,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=BMBU_IMM/,pri_sugg_imm,|,parquet,guid,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select a.salesforce_id as Sleeve_Name, 
c.Total_HCPs as Total_HCPs, 
c.Total_Reps as Total_Reps, 
a.HCPs_Receiving_Sugg as HCPs_Receiving_Sugg, 
a.Reps_Receiving_Sugg as Reps_Receiving_Sugg, 
a.Total_Sugg as Total_Sugg 

from 

(select salesforce_id,
count(distinct entities.`values`['customer'].id) as HCPs_Receiving_Sugg, 
count(distinct rep_id) as Reps_Receiving_Sugg, 
count(distinct guid ) as Total_Sugg 
from pri_sugg_imm
where salesforce_id in ('Derm_1','Derm_2','Rheum_1','Rheum_2', 'DERM_RHEUM_HYB')
and metric_group_sk in 
(select distinct metric_sk from sugg_map)
group by salesforce_id
order by salesforce_id)a
left join 

(select salesforce_id, 
count(distinct customer_id) as Total_HCPs, 
count(distinct rep_id) as Total_Reps
from rep_alignment
where salesforce_id in ('Derm_1','Derm_2','Rheum_1','Rheum_2', 'DERM_RHEUM_HYB')
group by salesforce_id
order by salesforce_id) c
on a.salesforce_id = c.salesforce_id;",NA,NA,US_IMM : HCP_REP Summary
158,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=BMBU_IMM/,pri_sugg_imm,|,parquet,guid,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select distinct trim(m.sugg_name) as sugg_name,
m.suggestion_type,
nvl(a.DERM_1_hcp_count,0) as DERM_1_hcp_count,
nvl(b.DERM_2_hcp_count,0) as DERM_2_hcp_count,
nvl(c.RHEUM_1_hcp_count,0) as RHEUM_1_hcp_count,
nvl(d.RHEUM_2_hcp_count,0) as RHEUM_2_hcp_count,
nvl(e.DERM_RHEUM_HYB_hcp_count,0) as DERM_RHEUM_HYB_hcp_count
from(

select distinct metric_sk,sugg_name,salesforce_id,suggestion_type from SUGG_MAP where
UPPER(sugg_name) like '%PSO%' OR
UPPER(sugg_name) like '%PSA%' OR
UPPER(sugg_name) like '%EBGLYSS%' 
) m
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(distinct p.entities.`values`[""customer""].id ) as DERM_1_hcp_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='DERM_1'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) a on trim(m.sugg_name)=trim(a.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(distinct p.entities.`values`[""customer""].id ) as DERM_2_hcp_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='DERM_2'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) b on trim(m.sugg_name)=trim(b.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(distinct p.entities.`values`[""customer""].id ) as RHEUM_1_hcp_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='RHEUM_1'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) c on trim(m.sugg_name)=trim(c.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(distinct p.entities.`values`[""customer""].id ) as RHEUM_2_hcp_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='RHEUM_2'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) d on trim(m.sugg_name)=trim(d.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(distinct p.entities.`values`[""customer""].id ) as DERM_RHEUM_HYB_hcp_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='DERM_RHEUM_HYB'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) e on trim(m.sugg_name)=trim(e.sugg_name)",NA,NA,US_IMM : Sugg_Level Summary - HCP count
159,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=BMBU_IMM/,pri_sugg_imm,|,parquet,guid,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select distinct trim(m.sugg_name) as sugg_name,
m.suggestion_type,
nvl(a.DERM_1_sugg_count,0) as DERM_1_sugg_count,
nvl(b.DERM_2_sugg_count,0) as DERM_2_sugg_count,
nvl(c.RHEUM_1_sugg_count,0) as RHEUM_1_sugg_count,
nvl(d.RHEUM_2_sugg_count,0) as RHEUM_2_sugg_count,
nvl(e.DERM_RHEUM_HYB_sugg_count,0) as DERM_RHEUM_HYB_sugg_count

from(

select distinct metric_sk,sugg_name,salesforce_id,suggestion_type from SUGG_MAP where
UPPER(sugg_name) like '%PSO%' OR
UPPER(sugg_name) like '%PSA%' OR
UPPER(sugg_name) like '%EBGLYSS%' 
) m
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(p.guid) as DERM_1_sugg_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='DERM_1'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) a on trim(m.sugg_name)=trim(a.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(p.guid) as DERM_2_sugg_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='DERM_2'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) b on trim(m.sugg_name)=trim(b.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(p.guid) as RHEUM_1_sugg_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='RHEUM_1'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) c on trim(m.sugg_name)=trim(c.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(p.guid) as RHEUM_2_sugg_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='RHEUM_2'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) d on trim(m.sugg_name)=trim(d.sugg_name)
left join
(
select trim(m.sugg_name) as sugg_name,m.metric_sk,p.action_integration_key,p.salesforce_id,count(p.guid) as DERM_RHEUM_HYB_sugg_count
from SUGG_MAP m
left join pri_sugg_imm p on p.metric_group_sk=m.metric_sk and p.salesforce_id=m.salesforce_id
where UPPER(p.salesforce_id)='DERM_RHEUM_HYB'
group by trim(m.sugg_name),m.metric_sk,p.salesforce_id,p.action_integration_key
) e on trim(m.sugg_name)=trim(e.sugg_name)",NA,NA,US_IMM : Sugg_Level Summary - Sugg count
160,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=OBU/,pri_sugg_obu,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(
select guid from src
where entities.`values`['product'].id ='US_708086_430015' and metric_group_type='External'
and (entities.`values`['product'].external_id not in ('a004R00000iz4qXQAQ')
or salesforce_id not in ('ONC_PORTFOLIO')
or business_unit_id not in ('US_OBU'))
union ALL
select guid from src
where entities.`values`['product'].id ='US_708086_708087' and metric_group_type='External'
and (entities.`values`['product'].external_id not in ('a004R00000iz4qXQAQ')
or salesforce_id not in ('ONC_PORTFOLIO')
or business_unit_id not in ('US_OBU'))
union all
select guid from src
where entities.`values`['product'].id ='US_304521_558393' and metric_group_type='External'
and (entities.`values`['product'].external_id not in ('a000f00000YAdsDAAT')
or salesforce_id not in ('ONC_PORTFOLIO' )
or business_unit_id not in ('US_OBU'))
union all
select guid from src
where entities.`values`['product'].id ='US_304521_DS162' and metric_group_type='External'
and (entities.`values`['product'].external_id not in ('a000f00000YAdsDAAT')
or salesforce_id not in ('ONC_PORTFOLIO')
or business_unit_id not in ('US_OBU'))
)a",NA,NA,US_OBU : Generated insights have mismatched product- sleeve mapping||Error resolution tip : check if pri_sugg file Product_ids are aligned to right Business Unit and right Salesforce_IDs.
161,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(
select guid from src
where bu in ('OBU') and entities.`values`['product'].id not in ('US_708086','US_304521') and metric_group_type in ('BusinessRule')
)a",NA,NA,US_OBU : Generated insights have mismatched product- sleeve mapping||Error resolution tip : check if pri_sugg file Product_ids are aligned to right Business Unit and right Salesforce_IDs.
162,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS_BU/BU=ALZ/,pri_sugg_alz,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(
select guid from src
where entities.`values`['product'].id ='US_708120_708233'
and (entities.`values`['product'].external_id not in ('Kisunla_AD')
 or salesforce_id not in ('ALZ_ADC')
 or business_unit_id not in ('US_ALZ'))
 )a",NA,NA,US_ALZ : Generated insights have mismatched product- sleeve mapping||Error resolution tip : check if pri_sugg file Product_ids are aligned to right Business Unit and right Salesforce_IDs.
