Placeholder_text|Original_Text
OBUDT_VER_EBC_1|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;For &lt;b&gt;VZ users&lt;/b&gt;- Assist HCP in identifying the target patient population and understanding the unmet need(s). Utilize the unmet need page of the IVA to solidify VZ&#39;s role as SOC in eBC treatment, encouraging broader adoption.  Out of the two patient groups, focus on expanding patient identification to 1-3N eligibility, securing HCP agreement on the high-risk nature of these patients.  Reinforce your dialogue with 5-year efficacy message. &lt;br&gt;&lt;li&gt;For &lt;b&gt;KQ users&lt;/b&gt;- Strengthen the evidence base by presenting the 5-year IDFS and DRFS data. Be prepared to address common barriers and the limiting beliefs that the customer may have to help understand why he/she is making a non- VZ treatment decision. Inquire whether the HCP is currently managing a patient in their practice like we discussed, ask the doctor what unique approaches he/she is implementing for patients taking VZ, especially noting &lt;b&gt;VZ&#39;s 2 year treatment duration&lt;/b&gt;.&lt;br&gt;&lt;li&gt;Highlight that in our clinical studies for Verzenio, most cases of diarrhea were low- grade and manageable. Provide guidance on managing these side effects effectively. Emphasize that &lt;b&gt;Verzenio was efficacious even at lower doses,&lt;/b&gt; which may suit patients individual needs for tolerability.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;VZ Resource VAE (Dosing and Side effect management)&lt;br&gt;&lt;li&gt;VZ Free Text (5-year data)&lt;br&gt;&lt;li&gt;Voucher&lt;br&gt;&lt;/ul&gt;
OBUDT_VER_EBC_2A|&lt;br&gt;&lt;b&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;VZ User&lt;/b&gt;- Discuss the outcomes of the 5-year data and raise the emotional stakes for what it could mean to reduce recurrence for this target patient, especially for node-positive high-risk patients. Focus on expanding patient identification to 1-3N eligibility.&lt;br&gt;&lt;li&gt;Help &lt;b&gt;expand utilization in our target patient&lt;/b&gt; by asking questions like &quot;Aside from say 4+ nodes, what other characteristics do you consider to be high-risk?&quot;&lt;br&gt;&lt;li&gt;&lt;b&gt;Highlight the NCCN Category 1 recommendation&lt;/b&gt; for eBC and discuss the importance of dose reduction as a tool for side effect management to overcome barriers&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;EBC Free Text VAE&lt;br&gt;&lt;li&gt;VZ Free text VAE (NCCN and/or patient started guide)&lt;br&gt;&lt;li&gt;Dose modification Resource&lt;br&gt;&lt;/ul&gt;
OBUDT_VER_EBC_2B|&lt;b&gt;&lt;br&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;VZ non-user&lt;/b&gt;- emphasize the need for additional treatment options for those node positive patients and inquire about any current differentiating approaches the provider is implementing. Raise the emotional stakes for what it could mean to reduce recurrence for this target patient.&lt;br&gt;&lt;li&gt;&lt;b&gt;Create urgency&lt;/b&gt; by asking questions like, &quot;How do you define high-risk with node positivity?&quot;&lt;br&gt;&lt;li&gt;&lt;b&gt;Highlight the NCCN Category 1&lt;/b&gt; recommendation for eBC and discuss the importance of dose reduction as a tool for side effect management to overcome barriers.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;EBC Free Text VAE&lt;br&gt;&lt;li&gt;VZ Free Text VAE (NCCN and/or patient Stories)&lt;br&gt;&lt;li&gt;Dose modification Resource&lt;br&gt;&lt;/ul&gt;
OBUDT_VER_EBC_3|&lt;br&gt;Recommended Discussion Topics:&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Discuss the outcomes of the 5-year data in eBC for patients like Pam&lt;/b&gt; in your IVA, especially for node-positive patients at high -risk with a &lt;b&gt;30% higher likelihood of disease recurrence to metastatic stage.&lt;/b&gt;&lt;br&gt;&lt;li&gt;Understand HCPs treatment algorithm, offering the HCP clarification that &lt;b&gt;VZ qualification starts at DX&lt;/b&gt; as opposed to after treatment. Focus on&lt;b&gt; expanding patient identification to 1-3N eligibility.&lt;/b&gt; Inquire about any current differentiating approaches the provider is implementing to help drive urgency and unmet need. &lt;br&gt;&lt;li&gt;&lt;b&gt;Highlight the NCCN Category 1 recommendation&lt;/b&gt; for eBC and discuss the importance of dose reduction as a tool for side effect management to overcome barriers.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;Recommended Resources:&lt;br&gt;&lt;ul&gt;&lt;li&gt;EBC Free Text VAE&lt;br&gt;&lt;li&gt;Verzenio Resource VAE (NCCN)&lt;br&gt;&lt;li&gt;VCC-My Right Dose &lt;br&gt;&lt;/ul&gt;
OBUDT_VER_EBC_4|&lt;br&gt;Recommended Discussion Topics:&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;This HCP is not treating eligible high-risk patients  that could potentially benefit from VZ and avoid recurrence to metastatic disease, find out why.&lt;/b&gt;&lt;br&gt;&lt;li&gt;Understand HCPs treatment algorithm, offering the HCP clarification that &lt;b&gt;VZ qualification starts at DX&lt;/b&gt; as opposed to after treatment. Focus on &lt;b&gt;expanding patient identification to 1-3N eligibility.&lt;/b&gt; Inquire about any current differentiating approaches the provider is implementing to help drive urgency and the unmet need.&lt;br&gt;&lt;li&gt;&lt;b&gt;Highlight the NCCN Category 1 recommendation&lt;/b&gt; for eBC and discuss the importance of dose reduction as a tool for side effect management to overcome barriers.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;Recommended Resources:&lt;br&gt;&lt;ul&gt;&lt;li&gt;Verzenio Resource VAE (Dosing and/or Patient Stories)&lt;br&gt;&lt;li&gt;EBC Leave Behind&lt;br&gt;&lt;li&gt;Voucher&lt;br&gt;&lt;/ul&gt;
OBUDT_VER_EBC_MBC_1|&lt;br&gt;Recommended Discussion Topics:&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;Approx. 45% of HCPs have never dose reduced for VZ.&lt;/b&gt;  Seek to understand the processes and procedures in place for that office when a patient gets started on Verzenio, ask the provider to describe how they set expectations for the patient regarding why Verzenio is the right choice for her and what to anticipate during treatment. &lt;br&gt;&lt;li&gt;In our monarchE trial, &lt;b&gt;44% of patients were given a dose reduction and efficacy is not compromised by reducing the dose.&lt;/b&gt;&lt;br&gt;&lt;li&gt;For any additional cost inquiries-mention that &lt;b&gt;VZ has the broadest coverage across all CDK 4/6i with 95% commercial coverage across all major plans.&lt;/b&gt;&lt;br&gt;&lt;/ul&gt;&lt;br&gt;Recommended Resources: &lt;br&gt;&lt;ul&gt;&lt;li&gt;Resource VAE (Dosing and Admins. Guide or VCC)&lt;br&gt;&lt;li&gt;Loperamide Kit&lt;br&gt;&lt;li&gt;Voucher &lt;br&gt;&lt;/ul&gt;
OBUDT_VER_MBC_1|&lt;br&gt;Recommended Discussion Topics:&lt;br&gt;&lt;ul&gt;&lt;li&gt;Gain HCPs commitment to prescribe VZ in the M2 target patient. If HCP is identified as a &lt;b&gt;VZ user&lt;/b&gt;, establish the reasons behind their preference for using a competitor&#39;s product over Verzenio and remind the HCP that VZ demonstrated statistically significant OS in the metastatic setting in combination with Fulv. in endocrine resistant patients. Ask the provider, &quot; How do you feel about what VZ can offer endocrine resistant patients like these?&quot;&lt;br&gt;&lt;li&gt;For VZ non-users, this HCP is influenced by the competitor data in mbc, emphasize the unmet need of high-risk patients being 3x more likely to progress to mBC and the 5- year data to gain commitment in eBC.&lt;br&gt;&lt;li&gt;Reinforce VZ NCCN Category 1 recommendations (M2 and eBC) and focus on dose reduction strategies for managing side effects.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;Recommended Resources:&lt;br&gt;&lt;ul&gt;&lt;li&gt;MBC Free text VAE&lt;br&gt;&lt;li&gt;EBC Leave behind&lt;br&gt;&lt;li&gt;VZ Resource VAE (Diarrhea Mgmt Guide and/or Dosing guide)&lt;br&gt;&lt;/ul&gt;
OBUDT_VER_MBC_2|&lt;br&gt;Recommended Discussion Topics:&lt;br&gt;&lt;ul&gt; &lt;li&gt;Understand the doctor&#39;s experience with Verzenio and their understanding of Pam&#39;s unique characteristics.&lt;br&gt;&lt;li&gt;Reference the &lt;b&gt;M2 Statistically Significant Overall Survival data and NCCN Category 1 recommondation&lt;/b&gt; in your IVA in patients like Pam on Fulv + VZ who are at higher risk due to visceral disease and/or rapid disease progression. Educate the HCP on the PFS benefits in M3.&lt;br&gt;&lt;li&gt;Emphasize that &lt;b&gt;Verzenio was efficacious even at lower doses,&lt;/b&gt; which may suit patients individual needs for tolerability.&lt;br&gt;&lt;/ul&gt;&lt;br&gt;Recommended Resources:&lt;br&gt;&lt;ul&gt;&lt;li&gt;MBC Leave behind&lt;br&gt;&lt;li&gt;Verzenio voucher VAE&lt;br&gt;&lt;li&gt;VZ Resource VAE (Diarrhea Mgmt Guide and/or Dosing Resource)&lt;br&gt;&lt;/ul&gt;
OBUDT_VER_MBC_3|&lt;b&gt;&lt;br&gt;Recommended Discussion Topics:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;&lt;b&gt;VZ user&lt;/b&gt;- continue the momentum in ebc which will lead to confidence and growth in MBC. The goal is to expand patient identification to 1-3N eligibility, NCCN Category 1 recommendation and 5-year data in ebc. &lt;b&gt;Ibrance users&lt;/b&gt;- The focus is on reinforcing the M2 OS data and &lt;b&gt;NCCN Category 1 recommendation.&lt;/b&gt; Elevate messaging to focus on NCCN guidelines recommending only VZ in ebc.  Also state that VZ has the broadest coverage of an CDK 4/6i for this HCP. &lt;b&gt;Kisqali user&lt;/b&gt;- lean in with magnitude of efficacy data with N+ eligible patients, NCCN Category 1 recommendation.&lt;br&gt;&lt;li&gt;Reference the &lt;b&gt;M2 Overall Survival data&lt;/b&gt; in your IVA in patients like Pam on Fulv + VZ who face high risk due to visceral disease and/or rapid disease progression.&lt;br&gt;&lt;li&gt;&lt;b&gt;Focus on dose reductions&lt;/b&gt; as a tool for side effect management to overcome barriers. Highlight that in our clinical studies for Verzenio, most cases of diarrhea were low- grade and manageable. Provide guidance on managing these side effects effectively. Emphasize that Verzenio was efficacious even at lower doses to suit individual patient needs. &lt;br&gt;&lt;/ul&gt;&lt;br&gt;&lt;b&gt;Recommended Resources:&lt;/b&gt;&lt;br&gt;&lt;ul&gt;&lt;li&gt;MBC Free text VAE &lt;br&gt;&lt;li&gt;VZ Resource VAE (Dosing or patient starter kit)&lt;br&gt;&lt;li&gt;Diarrhea Management Brochure&lt;br&gt;&lt;/ul&gt;
OBUDT_VER_MBC_4|&lt;br&gt;Recommended Discussion Topics:&lt;br&gt;&lt;ul&gt;&lt;li&gt;Highlight that &lt;b&gt;&quot;higher risk&quot; in the M3 trial referred to patients with visceral disease, including liver metastases .&lt;/b&gt; Call out the &lt;b&gt; 8-year PFS data&lt;/b&gt; and emphasize that this is another benefit of Verzenio in higher-risk patients.&lt;br&gt;&lt;li&gt;Use this information to talk through those tough to treat &lt;b&gt;patients at higher risk of Visceral Disease and Primary ET Resistance.&lt;/b&gt; Reference the M2 target patient page and OS data in your IVA and ask the HCP what is their experience in treating patients with potentially a worse prognosis with those warning signs?&lt;br&gt;&lt;li&gt;&lt;b&gt;Highlight the NCCN Category 1 recommendation&lt;/b&gt; for M2 and discuss the importance of dose reduction as a tool for side effect management to overcome barriers&lt;br&gt;&lt;/ul&gt;&lt;br&gt;Recommended Resources:&lt;br&gt;&lt;ul&gt;&lt;li&gt;MBC free text VAE&lt;br&gt;&lt;li&gt;Verzenio Resource VAE (Dosing and/or Diarrhea Mgmt. guide)&lt;br&gt;&lt;li&gt;VCC &lt;br&gt;&lt;/li&gt;
